Year,Kilometers_Driven,Mileage,Engine,Power,Seats,en_Fuel,en_Transmission,en_Owner,Name,Price
2015,13769,16,1197,85,5,2,1,2,160,4.41
2013,58000,19,1461,108,5,1,1,1,55,4.99
2009,58000,18,1995,190,5,1,2,1,183,17.98
2018,18705,20,1248,91,5,1,1,1,20,7.71
2013,32378,20,998,67,5,2,1,1,180,2.8
2013,45000,22,1248,76,5,1,1,1,149,3.0
2015,36836,15,2179,140,7,1,1,1,192,12.49
2016,54199,23,1248,88,5,1,1,1,199,5.0
2017,36935,18,1995,190,5,1,2,1,183,32.64
2015,23000,25,1248,74,5,1,1,1,160,6.5
2015,14000,18,1995,190,5,1,2,1,2,35.0
2015,100073,25,1396,69,5,1,1,2,92,2.0
2015,59182,15,2179,140,7,1,1,1,192,9.46
2016,72132,12,2967,241,7,1,2,2,129,39.0
2009,79000,18,1995,177,5,1,2,1,2,15.0
2013,66930,17,1591,121,5,2,1,1,175,6.15
2015,100000,13,2199,194,7,1,2,2,150,14.5
2018,27413,20,998,67,5,2,2,1,180,5.18
2007,90000,17,1061,64,5,2,1,2,180,1.24
2013,40300,18,1197,82,5,2,1,1,201,2.8
2011,73783,13,1798,157,5,2,2,2,159,5.23
2005,86000,15,1341,83,5,2,1,2,85,0.45
2014,65694,18,998,67,5,2,1,1,180,3.25
2015,23000,16,796,34,5,2,1,1,116,1.5
2012,51000,20,1197,78,5,2,1,1,200,2.85
2018,18335,21,999,67,5,2,1,1,97,4.5
2014,36000,15,2147,107,5,1,2,1,21,16.25
2017,25000,17,1197,103,5,2,2,1,124,7.75
2007,81000,12,2179,120,8,1,1,3,153,4.35
2019,21719,12,2755,174,7,1,2,1,75,33.13
2013,75421,25,936,56,5,1,1,1,25,3.63
2010,80000,12,2494,102,8,1,1,1,93,4.75
2018,10671,20,1197,83,5,2,1,1,160,6.51
2018,4126,21,999,67,5,2,1,1,97,4.8
2017,98500,22,1248,74,5,1,1,1,28,6.0
2016,61578,18,1197,82,5,2,1,1,86,6.4
2014,54000,20,1498,103,5,1,1,1,172,4.9
2013,70998,17,1968,174,5,1,2,1,10,20.57
2015,40082,19,1248,73,5,1,1,1,160,4.76
2012,50619,18,995,62,5,2,1,1,155,2.0
2009,103905,22,1995,190,5,1,2,1,1,9.92
2018,15334,21,814,55,5,2,1,1,58,3.69
2013,69000,23,1248,74,5,1,1,1,160,5.75
2014,75160,20,1498,88,5,1,1,1,52,5.7
2014,44753,18,1198,86,5,2,1,1,16,4.94
2012,53024,14,1598,103,5,2,2,1,172,4.29
2014,23840,20,998,67,5,2,1,1,180,3.0
2014,81298,20,1498,88,5,1,1,1,124,6.5
2015,59000,16,1198,73,5,2,1,2,124,4.9
2016,51806,25,1498,98,5,1,1,1,16,5.4
2014,56000,18,1968,187,5,1,2,1,10,24.0
2019,29279,24,1047,69,5,1,1,1,168,7.46
2017,33550,21,1498,108,5,1,2,1,172,9.6
2014,62000,18,1968,187,5,1,2,1,10,25.0
2014,66000,19,1461,108,5,1,1,1,165,6.8
2016,46630,21,1498,103,5,1,2,1,134,8.59
2016,72566,25,1498,99,5,1,1,1,73,5.29
2011,51482,15,1405,70,8,1,1,1,173,2.5
2011,90000,14,2143,167,5,1,2,1,112,13.9
2014,69000,13,2982,168,7,1,1,2,75,20.0
2011,90000,17,1497,118,5,2,1,2,42,3.4
2015,39000,18,1197,81,5,2,1,1,201,5.5
2012,110000,20,1598,103,5,1,1,2,172,3.65
2011,68022,13,2499,141,7,1,1,1,64,5.86
2018,27852,14,1497,121,5,2,2,1,59,10.44
2011,68439,23,1396,90,5,1,1,1,201,3.37
2011,150000,12,2494,100,8,1,1,1,93,6.95
2018,14000,21,1497,108,5,1,1,1,113,9.9
2012,71558,20,1399,68,5,1,1,1,73,3.3
2013,48000,17,2967,300,4,1,2,2,121,50.5
2015,65800,17,1582,126,5,1,2,1,51,12.5
2014,53000,16,1968,140,5,1,2,1,9,20.5
2017,14600,16,2179,140,7,1,1,1,192,14.5
2017,34429,13,2999,174,7,1,2,1,105,20.0
2014,52000,23,1248,74,5,1,1,1,160,5.25
2015,25470,20,1373,91,5,2,1,1,41,5.9
2013,22000,21,814,55,5,2,1,1,58,2.6
2007,75000,11,2987,198,5,1,2,1,57,11.0
2011,95995,18,1995,177,5,1,2,1,2,15.5
2017,26877,24,1186,73,5,1,1,1,86,5.75
2015,26000,14,2993,301,5,1,2,1,190,75.0
2007,140000,17,1248,75,5,1,1,2,160,2.0
2008,95291,17,1086,62,5,2,1,1,151,2.3
2009,135000,12,2494,102,8,1,1,2,93,8.2
2015,32000,18,1197,81,5,2,1,1,201,4.8
2008,68333,11,2987,198,5,1,2,2,57,8.5
2011,72000,20,1399,68,5,1,1,1,73,2.9
2012,52100,21,1364,86,5,1,1,1,49,6.5
2018,10000,18,1197,81,5,2,1,1,86,5.85
2019,6261,16,1956,170,5,1,1,1,46,23.91
2019,3906,20,1197,81,5,2,2,1,89,7.36
2014,55960,11,2982,171,7,1,1,1,75,17.25
2013,144000,20,1598,103,5,1,1,1,172,7.0
2017,38000,13,2393,147,7,1,1,1,93,17.65
2013,51000,20,1399,68,5,1,1,1,73,2.5
2015,150000,23,1364,67,5,1,1,1,123,6.0
2018,2500,18,2523,63,7,1,1,1,166,8.25
2018,41661,12,2179,187,5,1,2,1,138,44.83
2011,64000,16,1995,181,5,1,2,1,1,10.5
2008,80000,13,1495,94,5,2,1,2,13,1.9
2016,30000,23,998,67,5,2,2,2,40,4.25
2014,43000,16,2179,187,5,1,2,2,189,26.5
2013,90000,12,2698,179,5,1,2,2,10,22.5
2011,123880,23,1461,63,5,1,1,1,107,3.3
2015,42000,18,1198,86,5,2,1,2,16,4.3
2012,79824,19,1461,83,5,1,1,1,55,5.25
2015,75000,12,2494,100,8,1,1,1,93,11.75
2014,72411,18,1198,86,5,2,1,1,16,4.25
2012,63000,14,2143,204,5,1,2,1,112,14.22
2015,53713,17,1197,78,5,2,1,1,68,4.2
2017,18000,11,2755,171,8,1,2,1,93,18.25
2013,51000,15,2148,170,5,1,1,1,112,18.5
2008,86700,16,1298,88,5,2,1,2,160,2.4
2016,29000,27,1248,74,5,1,1,1,24,6.5
2014,56000,13,1086,62,5,4,1,1,151,3.2
2015,33000,23,998,67,5,2,2,1,40,3.99
2014,64394,22,1498,89,5,1,1,1,60,5.45
2010,76000,18,1248,90,5,1,1,1,106,2.7
2016,48719,27,1498,98,5,1,1,1,94,6.25
2016,59711,15,2179,140,7,1,1,1,192,13.28
2012,83000,23,1461,63,5,1,1,1,107,3.7
2018,10714,19,2143,167,5,1,2,1,112,39.51
2010,127510,19,1248,90,5,1,1,2,106,1.4
2014,35010,22,1248,74,5,1,1,1,160,3.5
2012,75451,17,1197,85,5,2,1,1,160,3.78
2015,83000,19,1405,69,5,1,1,1,92,2.7
2013,38755,25,1498,98,5,1,1,1,16,3.2
2016,30000,20,1197,81,5,2,1,1,160,5.0
2012,40000,20,1248,88,7,1,1,1,66,7.0
2014,19500,18,1197,82,5,2,1,2,86,2.85
2016,41000,19,1198,67,5,2,1,1,107,4.25
2014,30000,18,1197,82,5,2,1,2,86,4.9
2017,37000,17,1956,170,5,1,1,1,46,16.9
2014,62000,22,1199,73,5,1,1,2,124,4.25
2015,42023,15,1198,86,5,2,2,1,16,4.34
2012,51001,16,1995,184,5,1,2,1,183,17.0
2017,55389,18,1995,184,5,1,2,1,1,28.45
2014,46728,15,1497,116,5,2,2,1,42,6.15
2014,58995,12,2696,162,7,1,1,1,156,9.25
2015,37857,26,1248,74,5,1,1,1,160,4.85
2014,71000,25,1248,74,5,1,1,1,160,4.8
2012,49024,18,1198,86,5,2,1,1,30,2.3
2016,10770,18,1197,82,5,2,1,1,86,4.75
2017,72000,22,1248,74,5,1,1,1,199,5.0
2015,91000,21,814,55,5,2,1,1,58,2.5
2017,14000,18,1197,81,5,2,1,1,201,5.95
2014,48000,9,1984,181,5,1,2,2,142,16.0
2014,75136,22,1498,89,5,1,1,1,60,6.15
2014,32500,21,1197,85,5,2,1,2,137,4.05
2010,94500,21,1396,90,5,1,1,2,201,3.1
2013,34900,22,1197,81,5,2,1,1,56,5.49
2010,42400,8,4806,394,4,2,2,3,121,42.91
2015,50000,17,1248,75,5,1,1,1,160,5.7
2014,35000,19,1198,86,5,2,1,1,30,2.85
2012,37000,18,1199,79,5,2,1,2,25,2.35
2018,32807,13,1591,121,5,2,2,1,51,14.76
2008,119000,17,1497,78,5,2,1,2,42,2.25
2016,12000,18,1197,85,5,2,1,1,137,3.65
2016,46727,22,1498,98,5,1,1,1,59,7.25
2010,73336,13,1995,170,5,1,2,1,1,10.69
2014,9000,17,1591,121,5,2,1,2,175,5.5
2005,240000,12,2494,102,8,1,1,4,93,5.1
2014,25422,22,998,67,5,2,1,1,180,3.25
2018,14000,25,1248,88,7,1,1,1,66,9.25
2008,66000,19,796,46,5,2,1,1,15,1.7
2010,55324,19,998,66,5,2,1,1,7,2.87
2009,90000,11,2993,235,5,1,2,1,184,17.75
2017,43000,18,1198,82,5,2,1,1,96,4.5
2008,58483,19,1197,80,5,2,2,2,200,2.95
2007,93000,12,1799,130,5,2,2,2,43,2.6
2010,50000,20,1197,78,5,2,1,1,200,3.0
2014,78616,14,2143,170,5,1,2,2,112,15.5
2011,37000,17,1496,88,5,2,1,1,68,2.8
2010,54801,17,1497,118,5,2,1,1,42,2.5
2014,29000,23,1248,74,5,1,1,1,160,5.75
2010,68000,22,1197,81,5,2,1,1,160,2.8
2014,58000,17,1591,121,5,2,1,1,175,4.59
2012,64290,23,1248,73,5,1,1,1,137,3.65
2015,31000,13,2982,168,7,1,1,1,75,19.85
2018,16039,17,1956,170,5,1,1,1,46,18.5
2017,19860,18,1197,81,5,2,1,1,201,6.95
2014,48500,26,998,58,5,3,1,2,180,2.85
2012,75391,13,2179,138,7,1,1,1,112,3.75
2008,78000,19,1248,73,5,1,1,2,160,2.3
2016,78000,25,1396,69,5,1,1,1,92,2.3
2016,52000,28,1248,74,5,1,1,1,160,5.95
2016,30000,23,998,67,5,2,2,1,40,3.49
2016,19254,14,2993,258,5,1,2,1,2,47.7
2015,29651,16,1198,74,5,2,1,1,124,6.43
2011,80000,13,2179,138,7,1,1,1,148,4.5
2018,2971,13,1598,181,4,2,2,1,48,39.75
2015,21400,15,1196,70,5,2,1,1,73,4.0
2015,77000,26,1498,98,5,1,1,1,42,6.98
2006,80000,12,1991,112,7,1,1,2,170,1.75
2013,81755,20,1968,108,5,1,1,1,100,4.75
2016,99593,11,2982,171,7,1,1,1,75,23.5
2014,39791,22,1582,126,5,1,1,1,175,7.49
2015,113000,15,2179,140,7,1,1,1,192,10.85
2017,24000,25,799,53,5,2,1,1,97,3.5
2015,39000,18,1197,81,5,2,1,2,201,6.3
2012,37000,15,1497,116,5,2,2,1,42,6.75
2017,61108,10,3198,197,7,1,2,1,64,28.88
2016,61648,13,1798,157,5,2,2,1,159,14.23
2012,37000,22,1995,190,5,1,2,3,1,15.0
2013,53000,22,1373,80,7,3,1,1,66,5.8
2013,65000,23,1248,73,5,1,1,1,137,3.75
2011,148009,11,2982,171,7,1,1,2,75,12.75
2009,53001,16,1298,88,5,2,1,1,160,1.95
2018,22345,20,1199,84,5,2,1,1,168,4.95
2015,50000,18,1497,117,5,2,2,1,42,8.25
2013,48183,13,1995,170,5,1,2,1,1,20.99
2010,93000,14,2143,203,5,1,2,2,57,17.5
2015,53500,28,1248,74,5,1,1,1,160,5.36
2014,17585,16,1373,93,7,2,1,1,66,6.35
2011,36226,17,1591,121,5,2,1,1,175,2.95
2019,25899,12,2179,147,5,1,2,1,138,55.7
2009,60170,0,1086,62,5,2,1,1,151,1.15
2017,11200,19,2143,167,5,1,2,1,112,37.5
2017,49045,20,1197,78,5,2,1,1,200,4.07
2012,45000,22,1199,73,5,1,1,1,124,2.99
2017,40000,24,1248,88,5,1,1,1,177,7.9
2016,36600,19,1461,83,5,1,1,1,55,7.49
2009,117000,18,1248,75,5,1,1,1,91,1.1
2016,16000,11,2987,254,7,1,2,1,78,56.0
2016,50000,25,1186,73,5,1,1,1,193,3.5
2008,150000,18,1493,110,5,1,1,1,175,3.0
2014,11000,17,1591,121,5,2,1,1,175,6.1
2010,102016,15,1196,70,5,2,1,1,73,2.25
2016,38000,25,1248,74,5,1,1,1,160,5.95
2013,71491,23,1461,63,5,1,1,1,125,4.95
2015,46354,16,1198,74,5,2,1,2,124,5.49
2019,87000,22,1995,190,5,1,2,1,1,6.67
2015,20765,15,1598,103,5,2,1,1,134,6.25
2014,51076,12,2967,241,7,1,2,1,129,34.88
2016,84085,26,1248,88,5,1,1,1,41,6.9
2014,55000,25,1498,98,5,1,1,1,42,5.99
2010,73000,10,3498,272,5,2,2,1,57,10.4
2012,50001,14,2967,241,5,1,2,1,10,29.0
2016,93166,14,2179,118,7,1,1,2,195,5.85
2006,99583,12,1493,100,5,2,2,3,42,2.21
2010,72000,15,1586,103,5,2,1,1,147,2.4
2009,70000,14,1798,138,5,2,1,3,49,3.0
2012,61000,14,1598,103,5,2,2,2,172,3.75
2015,66510,21,814,55,5,2,1,1,58,2.95
2011,84062,20,1968,108,5,1,1,1,100,5.8
2012,80799,22,1248,74,5,1,1,1,160,4.9
2018,5000,14,1798,138,5,2,2,1,49,16.95
2013,92000,12,2494,100,8,1,1,1,93,12.5
2017,53000,27,1047,69,5,1,1,1,167,5.0
2015,39822,15,1598,103,5,2,1,1,134,4.68
2016,29000,10,3198,197,7,1,2,1,64,29.8
2017,24214,25,799,53,5,2,1,2,97,3.46
2012,75000,23,1396,90,5,1,1,1,201,4.0
2012,77216,17,1896,106,5,1,1,2,100,4.5
2013,74290,21,1364,87,5,1,1,1,49,5.87
2015,61000,15,2179,120,8,1,1,1,153,9.5
2013,44000,14,1968,174,5,1,2,1,128,32.5
2014,74041,18,1248,73,8,1,1,1,65,3.88
2013,85846,22,1995,190,5,1,2,1,1,13.08
2012,52000,21,1461,84,5,1,1,1,158,3.5
2010,47000,12,2354,177,5,2,1,2,14,3.5
2010,72010,16,1493,110,5,1,1,1,175,4.45
2015,15000,16,796,34,8,2,1,1,116,2.35
2015,480000,17,1497,117,5,2,1,1,42,5.0
2012,24720,0,2967,241,5,1,2,2,11,28.0
2007,75000,16,1388,68,5,2,1,2,72,2.0
2015,57000,22,1396,88,5,1,1,1,201,6.35
2015,41057,13,2143,201,5,1,2,1,57,24.63
2012,92000,26,998,58,5,3,1,2,180,3.0
2016,20000,22,1498,98,5,1,1,1,59,7.9
2011,52359,18,1197,80,5,2,1,1,201,3.25
2016,17000,17,1497,117,5,2,1,2,42,8.25
2011,39002,23,1461,63,5,1,1,1,107,2.85
2010,129986,20,1399,68,5,1,1,2,73,3.2
2013,45000,18,1198,75,5,2,1,1,107,1.75
2009,82002,12,2354,177,5,2,1,2,14,5.75
2010,67000,13,1798,157,5,2,2,1,159,4.7
2017,21260,14,796,35,5,2,1,1,116,2.9
2012,55362,21,1396,88,5,1,1,1,201,4.25
2017,13000,17,1582,126,5,1,2,1,51,14.5
2016,45725,25,1248,74,5,1,1,1,160,5.34
2014,105000,25,1248,74,5,1,1,1,160,3.85
2009,156056,12,2494,102,8,1,1,1,93,8.5
2016,135000,24,1120,71,5,1,1,1,193,4.2
2016,67000,20,1248,88,7,1,1,1,66,6.75
2016,90000,10,3198,197,7,1,2,1,64,26.0
2019,32251,22,1396,88,5,1,1,1,201,8.61
2009,47000,19,998,67,5,2,1,1,198,1.46
2011,75308,21,1248,73,5,1,1,2,137,2.8
2018,44202,32,998,58,4,3,1,1,15,4.0
2014,58000,17,1497,118,5,2,1,1,42,5.47
2009,60000,17,1298,85,5,2,1,1,160,2.45
2014,45000,17,1995,184,5,1,2,1,182,21.5
2010,41195,15,1368,90,5,2,1,1,106,1.38
2016,89000,16,2179,140,7,1,1,1,192,13.5
2009,60510,16,1197,78,5,2,2,2,200,3.1
2016,8500,21,1197,83,5,2,1,1,24,5.49
2017,35981,24,1248,88,5,1,1,1,177,9.51
2012,23152,15,1196,70,5,2,1,1,73,2.39
2014,74663,33,998,67,5,3,1,1,180,3.25
2014,61529,18,1197,103,5,2,2,1,172,5.65
2010,91596,14,2489,93,7,1,1,1,195,1.85
2019,14298,13,2995,340,5,2,2,1,38,2.02
2013,83327,19,1248,73,5,1,1,1,160,5.8
2017,22857,16,1199,74,5,2,1,1,124,6.9
2013,34620,17,1591,121,5,2,1,2,175,5.35
2010,56000,19,1086,68,5,2,1,1,200,2.85
2014,81000,13,2143,204,5,1,2,1,57,22.75
1998,95150,17,993,60,5,2,1,3,198,0.45
2013,32776,20,1197,78,5,2,1,1,200,4.64
2016,51587,25,1498,98,5,1,1,1,16,5.27
2016,36000,14,2179,148,7,1,1,1,148,10.0
2015,22000,18,1198,86,5,2,1,1,30,3.95
2010,30754,17,1197,80,5,2,1,1,201,3.38
2018,37109,14,1390,120,5,2,1,1,95,16.8
2010,45000,16,1198,88,5,2,1,1,94,1.99
2017,33284,18,1197,82,5,2,1,1,86,5.84
2016,55115,14,2993,270,5,1,2,1,189,36.15
2014,18000,16,2179,187,5,1,2,1,189,25.7
2013,130790,16,2179,140,7,1,1,1,192,9.24
2015,16607,22,1598,118,5,1,1,1,139,7.65
2015,32205,17,1968,174,5,1,2,1,9,25.31
2013,67000,19,1461,108,5,1,1,1,55,4.75
2014,57676,19,1197,85,5,2,1,1,160,6.69
2012,41000,16,1198,73,5,2,1,1,124,3.1
2012,65000,19,796,35,8,2,1,1,116,1.55
2019,12153,18,1197,81,5,2,2,1,86,6.84
2014,16810,25,624,37,4,2,1,1,111,1.6
2017,61221,17,1395,147,5,2,2,1,9,21.73
2015,22000,16,1198,74,5,2,1,1,124,4.75
2015,63714,22,796,47,5,2,1,1,15,2.45
2019,14857,20,1496,113,5,1,2,1,48,31.55
2012,69000,15,1968,140,5,1,2,2,9,10.25
2019,14648,12,2198,158,7,1,1,1,64,27.36
2013,100000,15,1499,110,5,2,1,2,60,6.5
2016,22000,18,1197,82,5,2,1,1,86,4.25
2014,10000,18,1199,82,5,2,1,1,149,5.5
2015,107000,20,1197,83,5,2,1,1,160,4.0
2017,48198,17,1193,88,5,2,1,1,199,4.65
2015,15000,19,2143,170,5,1,2,1,112,28.5
2014,80073,17,1998,163,5,1,1,1,53,7.11
2013,85388,21,1248,73,5,1,1,1,137,3.9
2017,14700,18,1197,81,5,2,1,1,86,5.6
2012,150000,28,1248,73,5,1,1,3,56,2.25
2011,34994,22,1582,126,5,1,1,1,175,3.9
2014,82536,14,2993,270,5,1,2,1,189,28.63
2013,82000,13,1798,157,5,2,2,1,159,7.25
2006,52000,18,998,67,5,2,1,2,180,2.0
2011,20000,16,1198,73,5,2,1,1,124,3.5
2011,55000,14,1799,130,5,2,1,1,43,5.0
2015,47001,20,1196,63,5,3,1,1,61,3.72
2014,52000,22,998,67,5,2,1,1,180,3.45
2013,43284,23,1248,74,5,1,1,1,160,4.5
2018,23875,13,1591,121,5,2,2,1,51,14.36
2016,51866,18,1197,82,5,2,1,1,86,5.5
2013,69000,23,1461,63,5,1,1,1,107,3.0
2017,62788,18,1197,81,5,2,1,1,86,6.08
2013,150000,20,1598,103,5,1,1,1,172,5.0
2015,47566,12,2982,168,7,1,2,1,75,20.25
2018,20300,11,2755,171,7,1,2,1,93,18.0
2015,48300,20,2143,107,5,1,2,1,6,17.5
2013,30000,21,814,55,5,2,1,1,58,2.1
2012,36000,22,1582,126,5,1,1,2,62,7.5
2015,27641,20,1496,113,4,1,2,2,48,24.77
2015,60000,19,1461,108,5,1,1,1,55,8.65
2019,9000,10,3198,197,7,1,2,1,64,35.5
2014,60750,14,1798,138,5,2,1,1,49,10.5
2018,9000,14,2179,155,7,1,1,1,192,13.0
2012,41100,16,2993,261,5,1,2,1,4,26.5
2004,60000,17,1061,64,5,2,1,2,180,1.4
2017,38424,17,1497,117,5,2,1,1,42,7.51
2014,50000,22,1248,74,5,1,1,1,160,4.3
2015,19000,18,1497,117,5,2,2,1,42,8.95
2015,58734,20,1248,88,7,1,1,1,66,6.91
2016,65257,19,1461,108,5,1,1,1,55,9.75
2010,130000,19,1248,73,5,1,1,2,160,4.0
2011,79000,23,1248,73,5,1,1,1,137,3.65
2013,78000,15,2179,140,7,1,1,1,192,10.75
2015,49133,19,1198,86,5,2,1,1,30,4.51
2016,22769,0,2987,165,5,1,2,1,104,49.22
2014,54448,21,1248,88,5,1,1,1,106,3.7
2014,158793,12,2494,102,7,1,1,1,93,12.99
2015,62088,18,1197,85,5,2,1,1,160,4.15
2012,14800,17,1591,121,5,2,1,1,175,4.4
2015,26000,17,1497,117,7,2,1,1,108,4.25
2017,32005,18,1198,86,5,2,1,1,16,4.25
2017,35000,18,1497,117,5,2,2,1,42,7.7
2015,52000,12,2179,187,5,1,2,1,138,39.75
2017,11000,17,1497,117,5,2,1,1,42,8.5
2008,62000,9,2997,231,5,2,2,1,57,7.0
2002,65134,13,1299,70,5,2,1,3,90,0.8
2013,71000,13,2982,168,7,1,1,1,75,15.25
2008,51366,19,998,66,5,2,1,1,7,2.25
2016,46300,14,1948,83,7,1,1,1,157,4.85
2012,60908,15,1497,116,5,2,2,2,42,6.42
2012,93450,23,1461,63,5,1,1,2,107,2.5
2011,104000,19,1582,126,5,1,2,1,175,5.75
2003,52000,16,796,37,4,2,1,1,5,0.5
2015,42999,15,2179,140,7,1,1,1,192,11.52
2014,90000,21,1248,88,5,1,1,1,147,4.5
2013,72000,15,1396,98,5,2,2,1,201,4.75
2019,54321,19,1582,126,5,1,1,1,51,13.54
2015,59630,13,2143,201,5,1,2,1,57,23.41
2013,116000,12,2982,168,7,1,2,2,75,19.25
2015,34000,9,1984,181,5,1,2,1,142,20.0
2011,70000,14,2143,203,5,1,2,1,57,13.0
2010,80000,10,2354,180,5,2,1,1,14,3.99
2015,110000,25,1498,98,5,1,1,1,16,4.65
2013,56454,28,1248,73,5,1,1,1,56,4.65
2013,60000,18,1197,85,5,2,1,1,160,3.15
2013,56000,14,1798,138,5,2,2,1,49,8.25
2012,63000,11,4367,335,5,1,2,2,138,65.0
2012,63000,22,1248,74,5,1,1,1,160,4.5
2017,15050,16,1956,170,5,1,1,1,46,17.5
2016,29401,20,1197,81,5,2,1,1,160,4.31
2016,25238,18,1199,88,5,2,1,1,94,6.2
2011,58752,16,1198,73,5,2,1,1,124,3.32
2011,62000,12,1799,130,5,2,2,1,43,3.75
2013,132000,16,1496,88,5,2,1,1,68,4.7
2016,51000,17,1591,121,5,2,1,1,175,6.5
2009,185200,12,2494,102,8,1,1,1,93,7.25
2016,61717,22,1598,118,5,1,1,1,147,8.94
2018,8896,19,1194,94,5,2,1,1,76,7.34
2016,17000,21,1197,83,5,2,1,1,24,6.9
2016,31378,18,1199,88,5,2,1,1,94,5.9
2013,114000,22,1582,126,5,1,2,1,175,6.75
2014,81000,25,1498,98,5,1,1,1,16,4.1
2017,31000,18,1968,147,5,1,2,1,127,27.0
2014,35000,15,1598,103,5,2,1,1,134,4.5
2013,60001,17,1968,174,5,1,2,1,9,14.5
2014,75074,23,1248,74,5,1,1,1,160,5.25
2012,80000,22,1248,74,5,1,1,2,91,1.2
2006,147350,12,2494,100,8,1,1,2,93,4.95
2013,60000,19,1461,108,5,1,1,1,55,7.5
2015,7501,10,2996,333,4,2,2,1,57,48.0
2015,58000,25,1498,98,5,1,1,1,16,4.45
2018,29277,11,2987,254,5,1,2,1,81,59.65
2015,57034,23,1248,73,5,1,1,1,137,4.38
2016,40810,28,1248,88,5,1,1,1,41,7.9
2008,35268,0,1086,62,5,2,1,2,151,1.88
2018,34630,21,1197,83,5,2,2,1,24,7.29
2012,45122,23,1498,88,5,1,1,1,72,6.0
2011,126000,16,2179,140,7,1,1,3,192,6.7
2009,63000,19,796,46,5,2,1,1,15,1.5
2016,32298,20,1496,113,4,1,2,1,48,23.8
2014,63288,15,2179,140,7,1,1,1,192,7.77
2012,43337,17,1086,62,5,2,1,1,151,3.32
2015,46561,22,1248,74,5,1,1,1,160,4.94
2013,34000,20,2143,107,5,1,2,2,6,11.0
2016,48000,25,799,53,5,2,1,1,97,3.4
2013,56263,22,1248,74,5,1,1,1,160,4.17
2005,84060,17,993,60,5,2,1,2,198,1.25
2016,9000,18,1197,82,5,2,2,1,86,5.45
2012,79000,21,1248,88,5,1,1,1,106,2.59
2015,87900,16,2179,140,7,1,1,1,192,12.01
2010,72425,17,1197,85,5,2,1,2,160,2.45
2015,38000,15,1968,174,5,1,2,1,127,29.0
2010,107000,14,2143,170,5,1,2,1,112,11.99
2015,51000,18,1497,117,5,2,2,1,42,7.9
2010,140000,12,2494,102,7,1,1,3,93,6.25
2011,48000,18,1199,79,5,2,1,2,25,1.8
2013,62000,26,998,58,5,3,1,1,180,2.8
2015,31000,18,1199,88,5,2,1,1,94,4.9
2010,75055,18,1198,75,5,2,1,1,107,2.25
2017,51210,19,1373,91,5,2,2,1,41,8.89
2012,87000,12,2982,168,7,1,2,1,75,15.0
2018,17000,26,1498,99,5,1,1,1,18,5.65
2014,57000,20,1248,88,7,1,1,1,66,7.0
2016,9370,22,796,47,5,2,1,1,15,2.95
2013,53226,19,1198,86,5,2,1,1,30,3.3
2010,120000,16,1493,110,5,1,1,2,175,3.5
2007,75055,12,1493,100,5,2,1,1,42,2.3
2017,37247,19,1582,126,5,1,1,1,51,13.69
2013,64000,23,1364,67,5,1,1,1,68,3.1
2014,12000,13,2359,198,5,2,1,1,154,12.75
2017,40158,19,1582,126,5,1,1,1,51,13.75
2017,11000,18,1199,88,5,2,1,1,94,6.75
2014,70010,20,1598,103,5,1,1,1,172,5.25
2015,82000,16,2179,140,7,1,1,1,192,8.75
2017,57259,18,1493,100,7,1,1,1,162,8.87
2010,84000,11,2354,142,5,2,2,2,14,6.5
2012,168000,20,1248,88,7,1,1,1,66,4.5
2012,73670,12,2696,162,7,1,1,1,156,12.5
2014,89540,12,2982,168,7,1,2,1,75,16.8
2016,85423,20,1248,88,7,1,1,1,66,8.75
2013,48823,19,1582,126,5,1,2,1,62,8.5
2011,35082,20,1197,78,5,2,1,1,200,2.21
2012,126000,16,796,34,5,2,1,1,116,1.6
2016,19000,15,1198,86,5,2,2,1,16,6.25
2007,69000,12,1799,130,5,2,2,2,43,2.25
2019,29836,17,2143,136,5,1,2,1,32,25.75
2010,48002,13,1798,157,5,2,1,2,159,6.75
2015,52324,28,1248,88,5,1,1,1,41,6.25
2013,65000,22,1498,89,5,1,1,1,60,5.1
2009,66000,8,2987,224,5,1,2,2,104,10.75
2016,75700,24,1120,70,5,1,1,1,86,5.7
2013,43000,20,1598,105,5,1,1,1,172,5.95
2012,42706,25,936,56,5,1,1,1,25,2.4
2013,35000,17,1493,100,7,1,1,1,131,3.49
2011,54348,19,1197,80,5,2,2,1,200,4.0
2013,84000,23,1364,67,5,1,1,1,68,3.85
2010,63298,14,1794,138,5,2,2,1,49,3.95
2013,75049,20,1197,78,5,2,1,2,200,3.0
2018,24237,18,1196,86,5,2,1,1,73,6.7
2016,22767,18,1197,85,5,2,1,1,137,6.14
2012,58000,15,1396,98,5,2,2,2,201,4.4
2017,57000,26,1248,74,5,1,1,1,160,4.25
2010,50161,8,4395,402,5,2,2,1,4,25.93
2016,45000,22,1598,118,5,1,1,1,139,7.0
2017,68319,12,2982,168,7,1,2,1,75,25.12
2017,30711,20,998,68,5,2,1,1,58,4.45
2011,38277,21,1396,90,5,1,1,1,201,2.4
2012,115000,20,1598,103,5,1,1,2,172,4.33
2017,46849,18,1197,83,5,2,2,1,160,6.93
2014,64000,21,1396,90,5,1,1,1,201,4.25
2010,130923,14,2143,203,5,1,2,1,57,12.5
2015,15000,18,1197,82,5,2,1,1,86,4.9
2014,32720,23,1396,90,5,1,1,1,201,4.5
