,Year,Kilometers_Driven,Mileage,Engine,Power,Seats,Price,en_Fuel,en_Transmission,en_Owner,en_Name
2831,2015,36836,15,2179,140,7,12.49,1,1,1,XUV500
2832,2016,54199,23,1248,88,5,5.0,1,1,1,Zest
2833,2017,36935,18,1995,190,5,32.64,1,2,1,X3
2834,2015,23000,25,1248,74,5,6.5,1,1,1,Swift
2835,2015,14000,18,1995,190,5,35.0,1,2,1,5
2836,2015,100073,25,1396,69,5,2.0,1,1,2,Indigo
2837,2015,59182,15,2179,140,7,9.46,1,1,1,XUV500
2838,2016,72132,12,2967,241,7,39.0,1,2,2,Q7
2839,2009,79000,18,1995,177,5,15.0,1,2,1,5
2840,2013,66930,17,1591,121,5,6.15,2,1,1,Verna
2841,2015,100000,13,2199,194,7,14.5,1,2,2,Santa
2843,2018,27413,20,998,67,5,5.18,2,2,1,WagonR
2844,2007,90000,17,1061,64,5,1.24,2,1,2,WagonR
2845,2013,40300,18,1197,82,5,2.8,2,1,1,i20
2846,2011,73783,13,1798,157,5,5.23,2,2,2,Superb
2847,2005,86000,15,1341,83,5,0.45,2,1,2,Getz
2848,2014,65694,18,998,67,5,3.25,2,1,1,WagonR
2849,2015,23000,16,796,34,5,1.5,2,1,1,Omni
2850,2012,51000,20,1197,78,5,2.85,2,1,1,i10
2851,2018,18335,21,999,67,5,4.5,2,1,1,KWID
2852,2014,36000,15,2147,107,5,16.25,1,2,1,B
2853,2017,25000,17,1197,103,5,7.75,2,2,1,Polo
2854,2007,81000,12,2179,120,8,4.35,1,1,3,Scorpio
2855,2019,21719,12,2755,174,7,33.13,1,2,1,Fortuner
2856,2013,75421,25,936,56,5,3.63,1,1,1,Beat
2857,2010,80000,12,2494,102,8,4.75,1,1,1,Innova
2858,2018,10671,20,1197,83,5,6.51,2,1,1,Swift
2859,2018,4126,21,999,67,5,4.8,2,1,1,KWID
2860,2017,98500,22,1248,74,5,6.0,1,1,1,Bolt
2861,2016,61578,18,1197,82,5,6.4,2,1,1,Grand
2862,2014,54000,20,1498,103,5,4.9,1,1,1,Vento
2863,2013,70998,17,1968,174,5,20.57,1,2,1,A6
2864,2015,40082,19,1248,73,5,4.76,1,1,1,Swift
2865,2012,50619,18,995,62,5,2.0,2,1,1,Spark
2866,2009,103905,22,1995,190,5,9.92,1,2,1,3
2867,2018,15334,21,814,55,5,3.69,2,1,1,EON
2868,2013,69000,23,1248,74,5,5.75,1,1,1,Swift
2869,2014,75160,20,1498,88,5,5.7,1,1,1,CrossPolo
2870,2014,44753,18,1198,86,5,4.94,2,1,1,Amaze
2871,2012,53024,14,1598,103,5,4.29,2,2,1,Vento
2872,2014,23840,20,998,67,5,3.0,2,1,1,WagonR
2873,2014,81298,20,1498,88,5,6.5,1,1,1,Polo
2874,2015,59000,16,1198,73,5,4.9,2,1,2,Polo
2875,2016,51806,25,1498,98,5,5.4,1,1,1,Amaze
2876,2014,56000,18,1968,187,5,24.0,1,2,1,A6
2877,2019,29279,24,1047,69,5,7.46,1,1,1,Tigor
2878,2017,33550,21,1498,108,5,9.6,1,2,1,Vento
2879,2014,62000,18,1968,187,5,25.0,1,2,1,A6
2880,2014,66000,19,1461,108,5,6.8,1,1,1,Terrano
2881,2016,46630,21,1498,103,5,8.59,1,2,1,Rapid
2882,2016,72566,25,1498,99,5,5.29,1,1,1,Figo
2883,2011,51482,15,1405,70,8,2.5,1,1,1,Venture
2884,2011,90000,14,2143,167,5,13.9,1,2,1,New
2885,2014,69000,13,2982,168,7,20.0,1,1,2,Fortuner
2886,2011,90000,17,1497,118,5,3.4,2,1,2,City
2887,2015,39000,18,1197,81,5,5.5,2,1,1,i20
2888,2012,110000,20,1598,103,5,3.65,1,1,2,Vento
2889,2011,68022,13,2499,141,7,5.86,1,1,1,Endeavour
2890,2018,27852,14,1497,121,5,10.44,2,2,1,EcoSport
2892,2011,68439,23,1396,90,5,3.37,1,1,1,i20
2893,2011,150000,12,2494,100,8,6.95,1,1,1,Innova
2894,2018,14000,21,1497,108,5,9.9,1,1,1,Nexon
2895,2012,71558,20,1399,68,5,3.3,1,1,1,Figo
2896,2013,48000,17,2967,300,4,50.5,1,2,2,Panamera
2897,2015,65800,17,1582,126,5,12.5,1,2,1,Creta
2898,2014,53000,16,1968,140,5,20.5,1,2,1,A4
2899,2017,14600,16,2179,140,7,14.5,1,1,1,XUV500
2900,2017,34429,13,2999,174,7,20.0,1,2,1,MUX
2901,2014,52000,23,1248,74,5,5.25,1,1,1,Swift
2902,2015,25470,20,1373,91,5,5.9,2,1,1,Ciaz
2903,2013,22000,21,814,55,5,2.6,2,1,1,EON
2904,2007,75000,11,2987,198,5,11.0,1,2,1,E-Class
2905,2011,95995,18,1995,177,5,15.5,1,2,1,5
2906,2017,26877,24,1186,73,5,5.75,1,1,1,Grand
2907,2015,26000,14,2993,301,5,75.0,1,2,1,XJ
2908,2007,140000,17,1248,75,5,2.0,1,1,2,Swift
2909,2008,95291,17,1086,62,5,2.3,2,1,1,Santro
2910,2009,135000,12,2494,102,8,8.2,1,1,2,Innova
2911,2015,32000,18,1197,81,5,4.8,2,1,1,i20
2912,2008,68333,11,2987,198,5,8.5,1,2,2,E-Class
2913,2011,72000,20,1399,68,5,2.9,1,1,1,Figo
2914,2012,52100,21,1364,86,5,6.5,1,1,1,Corolla
2915,2018,10000,18,1197,81,5,5.85,2,1,1,Grand
2916,2019,6261,16,1956,170,5,23.91,1,1,1,Compass
2917,2019,3906,20,1197,81,5,7.36,2,2,1,Ignis
2918,2014,55960,11,2982,171,7,17.25,1,1,1,Fortuner
2919,2013,144000,20,1598,103,5,7.0,1,1,1,Vento
2920,2017,38000,13,2393,147,7,17.65,1,1,1,Innova
2921,2013,51000,20,1399,68,5,2.5,1,1,1,Figo
2922,2015,150000,23,1364,67,5,6.0,1,1,1,Platinum
2923,2018,2500,18,2523,63,7,8.25,1,1,1,Thar
2924,2018,41661,12,2179,187,5,44.83,1,2,1,Rover
2925,2011,64000,16,1995,181,5,10.5,1,2,1,3
2926,2008,80000,13,1495,94,5,1.9,2,1,2,Accent
2927,2016,30000,23,998,67,5,4.25,2,2,2,Celerio
2928,2014,43000,16,2179,187,5,26.5,1,2,2,XF
2929,2013,90000,12,2698,179,5,22.5,1,2,2,A6
2930,2011,123880,23,1461,63,5,3.3,1,1,1,Micra
2931,2015,42000,18,1198,86,5,4.3,2,1,2,Amaze
2932,2012,79824,19,1461,83,5,5.25,1,1,1,Duster
2933,2015,75000,12,2494,100,8,11.75,1,1,1,Innova
2934,2014,72411,18,1198,86,5,4.25,2,1,1,Amaze
2935,2012,63000,14,2143,204,5,14.22,1,2,1,New
2936,2015,53713,17,1197,78,5,4.2,2,1,1,Etios
2937,2017,18000,11,2755,171,8,18.25,1,2,1,Innova
2938,2013,51000,15,2148,170,5,18.5,1,1,1,New
2939,2008,86700,16,1298,88,5,2.4,2,1,2,Swift
2940,2016,29000,27,1248,74,5,6.5,1,1,1,Baleno
2941,2014,56000,13,1086,62,5,3.2,4,1,1,Santro
2942,2015,33000,23,998,67,5,3.99,2,2,1,Celerio
2943,2014,64394,22,1498,89,5,5.45,1,1,1,Ecosport
2944,2010,76000,18,1248,90,5,2.7,1,1,1,Manza
2945,2016,48719,27,1498,98,5,6.25,1,1,1,Jazz
2946,2016,59711,15,2179,140,7,13.28,1,1,1,XUV500
2947,2012,83000,23,1461,63,5,3.7,1,1,1,Micra
2948,2018,10714,19,2143,167,5,39.51,1,2,1,New
2949,2010,127510,19,1248,90,5,1.4,1,1,2,Manza
2950,2014,35010,22,1248,74,5,3.5,1,1,1,Swift
2951,2012,75451,17,1197,85,5,3.78,2,1,1,Swift
2952,2015,83000,19,1405,69,5,2.7,1,1,1,Indigo
2953,2013,38755,25,1498,98,5,3.2,1,1,1,Amaze
2954,2016,30000,20,1197,81,5,5.0,2,1,1,Swift
2955,2012,40000,20,1248,88,7,7.0,1,1,1,Ertiga
2956,2014,19500,18,1197,82,5,2.85,2,1,2,Grand
2957,2016,41000,19,1198,67,5,4.25,2,1,1,Micra
2958,2014,30000,18,1197,82,5,4.9,2,1,2,Grand
2959,2017,37000,17,1956,170,5,16.9,1,1,1,Compass
2960,2014,62000,22,1199,73,5,4.25,1,1,2,Polo
2961,2015,42023,15,1198,86,5,4.34,2,2,1,Amaze
2962,2012,51001,16,1995,184,5,17.0,1,2,1,X3
2963,2017,55389,18,1995,184,5,28.45,1,2,1,3
2964,2014,46728,15,1497,116,5,6.15,2,2,1,City
2965,2014,58995,12,2696,162,7,9.25,1,1,1,Ssangyong
2966,2015,37857,26,1248,74,5,4.85,1,1,1,Swift
2967,2014,71000,25,1248,74,5,4.8,1,1,1,Swift
2968,2012,49024,18,1198,86,5,2.3,2,1,1,Brio
2969,2016,10770,18,1197,82,5,4.75,2,1,1,Grand
2970,2017,72000,22,1248,74,5,5.0,1,1,1,Zest
2971,2015,91000,21,814,55,5,2.5,2,1,1,EON
2972,2017,14000,18,1197,81,5,5.95,2,1,1,i20
2973,2014,48000,9,1984,181,5,16.0,1,2,2,S60
2974,2014,75136,22,1498,89,5,6.15,1,1,1,Ecosport
2975,2014,32500,21,1197,85,5,4.05,2,1,2,Ritz
2976,2010,94500,21,1396,90,5,3.1,1,1,2,i20
2977,2013,34900,22,1197,81,5,5.49,2,1,1,Dzire
2978,2010,42400,8,4806,394,4,42.91,2,2,3,Panamera
2979,2015,50000,17,1248,75,5,5.7,1,1,1,Swift
2980,2014,35000,19,1198,86,5,2.85,2,1,1,Brio
2981,2012,37000,18,1199,79,5,2.35,2,1,2,Beat
2982,2018,32807,13,1591,121,5,14.76,2,2,1,Creta
2983,2008,119000,17,1497,78,5,2.25,2,1,2,City
2984,2016,12000,18,1197,85,5,3.65,2,1,1,Ritz
2985,2016,46727,22,1498,98,5,7.25,1,1,1,EcoSport
2986,2010,73336,13,1995,170,5,10.69,1,2,1,3
2987,2014,9000,17,1591,121,5,5.5,2,1,2,Verna
2988,2005,240000,12,2494,102,8,5.1,1,1,4,Innova
2989,2014,25422,22,998,67,5,3.25,2,1,1,WagonR
2990,2018,14000,25,1248,88,7,9.25,1,1,1,Ertiga
2991,2008,66000,19,796,46,5,1.7,2,1,1,Alto
2992,2010,55324,19,998,66,5,2.87,2,1,1,A-Star
2993,2009,90000,11,2993,235,5,17.75,1,2,1,X5
2994,2017,43000,18,1198,82,5,4.5,2,1,1,KUV
2995,2008,58483,19,1197,80,5,2.95,2,2,2,i10
2996,2007,93000,12,1799,130,5,2.6,2,2,2,Civic
2997,2010,50000,20,1197,78,5,3.0,2,1,1,i10
2998,2014,78616,14,2143,170,5,15.5,1,2,2,New
2999,2011,37000,17,1496,88,5,2.8,2,1,1,Etios
3000,2010,54801,17,1497,118,5,2.5,2,1,1,City
3001,2014,29000,23,1248,74,5,5.75,1,1,1,Swift
3002,2010,68000,22,1197,81,5,2.8,2,1,1,Swift
3003,2014,58000,17,1591,121,5,4.59,2,1,1,Verna
3004,2012,64290,23,1248,73,5,3.65,1,1,1,Ritz
3005,2015,31000,13,2982,168,7,19.85,1,1,1,Fortuner
3006,2018,16039,17,1956,170,5,18.5,1,1,1,Compass
3007,2017,19860,18,1197,81,5,6.95,2,1,1,i20
3008,2014,48500,26,998,58,5,2.85,3,1,2,WagonR
3009,2012,75391,13,2179,138,7,3.75,1,1,1,New
3010,2008,78000,19,1248,73,5,2.3,1,1,2,Swift
3011,2016,78000,25,1396,69,5,2.3,1,1,1,Indigo
3012,2016,52000,28,1248,74,5,5.95,1,1,1,Swift
3013,2016,30000,23,998,67,5,3.49,2,2,1,Celerio
3014,2016,19254,14,2993,258,5,47.7,1,2,1,5
3015,2015,29651,16,1198,74,5,6.43,2,1,1,Polo
3016,2011,80000,13,2179,138,7,4.5,1,1,1,Safari
3017,2018,2971,13,1598,181,4,39.75,2,2,1,Cooper
3018,2015,21400,15,1196,70,5,4.0,2,1,1,Figo
3019,2015,77000,26,1498,98,5,6.98,1,1,1,City
3020,2006,80000,12,1991,112,7,1.75,1,1,2,Tucson
3021,2013,81755,20,1968,108,5,4.75,1,1,1,Laura
3022,2016,99593,11,2982,171,7,23.5,1,1,1,Fortuner
3023,2014,39791,22,1582,126,5,7.49,1,1,1,Verna
3024,2015,113000,15,2179,140,7,10.85,1,1,1,XUV500
3025,2017,24000,25,799,53,5,3.5,2,1,1,KWID
3026,2015,39000,18,1197,81,5,6.3,2,1,2,i20
3027,2012,37000,15,1497,116,5,6.75,2,2,1,City
3028,2017,61108,10,3198,197,7,28.88,1,2,1,Endeavour
3029,2016,61648,13,1798,157,5,14.23,2,2,1,Superb
3030,2012,37000,22,1995,190,5,15.0,1,2,3,3
3031,2013,53000,22,1373,80,7,5.8,3,1,1,Ertiga
3032,2013,65000,23,1248,73,5,3.75,1,1,1,Ritz
3034,2011,148009,11,2982,171,7,12.75,1,1,2,Fortuner
3035,2009,53001,16,1298,88,5,1.95,2,1,1,Swift
3036,2018,22345,20,1199,84,5,4.95,2,1,1,Tigor
3037,2015,50000,18,1497,117,5,8.25,2,2,1,City
3038,2013,48183,13,1995,170,5,20.99,1,2,1,3
3039,2010,93000,14,2143,203,5,17.5,1,2,2,E-Class
3040,2015,53500,28,1248,74,5,5.36,1,1,1,Swift
3041,2014,17585,16,1373,93,7,6.35,2,1,1,Ertiga
3042,2011,36226,17,1591,121,5,2.95,2,1,1,Verna
3043,2019,25899,12,2179,147,5,55.7,1,2,1,Rover
3044,2009,60170,0,1086,62,5,1.15,2,1,1,Santro
3045,2017,11200,19,2143,167,5,37.5,1,2,1,New
3046,2017,49045,20,1197,78,5,4.07,2,1,1,i10
3047,2012,45000,22,1199,73,5,2.99,1,1,1,Polo
3048,2017,40000,24,1248,88,5,7.9,1,1,1,Vitara
3049,2016,36600,19,1461,83,5,7.49,1,1,1,Duster
3050,2009,117000,18,1248,75,5,1.1,1,1,1,Indica
3051,2016,16000,11,2987,254,7,56.0,1,2,1,GL-Class
3052,2016,50000,25,1186,73,5,3.5,1,1,1,Xcent
3053,2008,150000,18,1493,110,5,3.0,1,1,1,Verna
3054,2014,11000,17,1591,121,5,6.1,2,1,1,Verna
3055,2010,102016,15,1196,70,5,2.25,2,1,1,Figo
3056,2016,38000,25,1248,74,5,5.95,1,1,1,Swift
3057,2013,71491,23,1461,63,5,4.95,1,1,1,Pulse
3058,2015,46354,16,1198,74,5,5.49,2,1,2,Polo
3059,2019,87000,22,1995,190,5,6.67,1,2,1,3
3060,2015,20765,15,1598,103,5,6.25,2,1,1,Rapid
3062,2014,51076,12,2967,241,7,34.88,1,2,1,Q7
3063,2016,84085,26,1248,88,5,6.9,1,1,1,Ciaz
3064,2014,55000,25,1498,98,5,5.99,1,1,1,City
3065,2010,73000,10,3498,272,5,10.4,2,2,1,E-Class
3066,2012,50001,14,2967,241,5,29.0,1,2,1,A6
3067,2016,93166,14,2179,118,7,5.85,1,1,2,Xylo
3068,2006,99583,12,1493,100,5,2.21,2,2,3,City
3069,2010,72000,15,1586,103,5,2.4,2,1,1,SX4
3070,2009,70000,14,1798,138,5,3.0,2,1,3,Corolla
3071,2012,61000,14,1598,103,5,3.75,2,2,2,Vento
3072,2015,66510,21,814,55,5,2.95,2,1,1,EON
3073,2011,84062,20,1968,108,5,5.8,1,1,1,Laura
3074,2012,80799,22,1248,74,5,4.9,1,1,1,Swift
3075,2018,5000,14,1798,138,5,16.95,2,2,1,Corolla
3076,2013,92000,12,2494,100,8,12.5,1,1,1,Innova
3077,2017,53000,27,1047,69,5,5.0,1,1,1,Tiago
3078,2015,39822,15,1598,103,5,4.68,2,1,1,Rapid
3079,2016,29000,10,3198,197,7,29.8,1,2,1,Endeavour
3080,2017,24214,25,799,53,5,3.46,2,1,2,KWID
3081,2012,75000,23,1396,90,5,4.0,1,1,1,i20
3082,2012,77216,17,1896,106,5,4.5,1,1,2,Laura
3083,2013,74290,21,1364,87,5,5.87,1,1,1,Corolla
3084,2015,61000,15,2179,120,8,9.5,1,1,1,Scorpio
3085,2013,44000,14,1968,174,5,32.5,1,2,1,Q5
3086,2014,74041,18,1248,73,8,3.88,1,1,1,Enjoy
3087,2013,85846,22,1995,190,5,13.08,1,2,1,3
3088,2012,52000,21,1461,84,5,3.5,1,1,1,Sunny
3089,2010,47000,12,2354,177,5,3.5,2,1,2,Accord
3090,2010,72010,16,1493,110,5,4.45,1,1,1,Verna
3091,2015,15000,16,796,34,8,2.35,2,1,1,Omni
3092,2015,480000,17,1497,117,5,5.0,2,1,1,City
3093,2012,24720,0,2967,241,5,28.0,1,2,2,A7
3094,2007,75000,16,1388,68,5,2.0,2,1,2,Fiesta
3095,2015,57000,22,1396,88,5,6.35,1,1,1,i20
3096,2015,41057,13,2143,201,5,24.63,1,2,1,E-Class
3097,2012,92000,26,998,58,5,3.0,3,1,2,WagonR
3098,2016,20000,22,1498,98,5,7.9,1,1,1,EcoSport
3099,2011,52359,18,1197,80,5,3.25,2,1,1,i20
3100,2016,17000,17,1497,117,5,8.25,2,1,2,City
3101,2011,39002,23,1461,63,5,2.85,1,1,1,Micra
3102,2010,129986,20,1399,68,5,3.2,1,1,2,Figo
3103,2013,45000,18,1198,75,5,1.75,2,1,1,Micra
3105,2009,82002,12,2354,177,5,5.75,2,1,2,Accord
3106,2010,67000,13,1798,157,5,4.7,2,2,1,Superb
3107,2017,21260,14,796,35,5,2.9,2,1,1,Omni
3108,2012,55362,21,1396,88,5,4.25,1,1,1,i20
3109,2017,13000,17,1582,126,5,14.5,1,2,1,Creta
3110,2016,45725,25,1248,74,5,5.34,1,1,1,Swift
3111,2014,105000,25,1248,74,5,3.85,1,1,1,Swift
3112,2009,156056,12,2494,102,8,8.5,1,1,1,Innova
3113,2016,135000,24,1120,71,5,4.2,1,1,1,Xcent
3114,2016,67000,20,1248,88,7,6.75,1,1,1,Ertiga
3115,2016,90000,10,3198,197,7,26.0,1,2,1,Endeavour
3116,2019,32251,22,1396,88,5,8.61,1,1,1,i20
3117,2009,47000,19,998,67,5,1.46,2,1,1,Zen
3118,2011,75308,21,1248,73,5,2.8,1,1,2,Ritz
3119,2018,44202,32,998,58,4,4.0,3,1,1,Alto
3120,2014,58000,17,1497,118,5,5.47,2,1,1,City
3121,2009,60000,17,1298,85,5,2.45,2,1,1,Swift
3122,2014,45000,17,1995,184,5,21.5,1,2,1,X1
3123,2010,41195,15,1368,90,5,1.38,2,1,1,Manza
3124,2016,89000,16,2179,140,7,13.5,1,1,1,XUV500
3125,2009,60510,16,1197,78,5,3.1,2,2,2,i10
3126,2016,8500,21,1197,83,5,5.49,2,1,1,Baleno
3127,2017,35981,24,1248,88,5,9.51,1,1,1,Vitara
3128,2012,23152,15,1196,70,5,2.39,2,1,1,Figo
3129,2014,74663,33,998,67,5,3.25,3,1,1,WagonR
3130,2014,61529,18,1197,103,5,5.65,2,2,1,Vento
3131,2010,91596,14,2489,93,7,1.85,1,1,1,Xylo
3132,2019,14298,13,2995,340,5,2.02,2,2,1,Cayenne
3133,2013,83327,19,1248,73,5,5.8,1,1,1,Swift
3134,2017,22857,16,1199,74,5,6.9,2,1,1,Polo
3135,2013,34620,17,1591,121,5,5.35,2,1,2,Verna
3136,2010,56000,19,1086,68,5,2.85,2,1,1,i10
3137,2014,81000,13,2143,204,5,22.75,1,2,1,E-Class
3138,1998,95150,17,993,60,5,0.45,2,1,3,Zen
3139,2013,32776,20,1197,78,5,4.64,2,1,1,i10
3140,2016,51587,25,1498,98,5,5.27,1,1,1,Amaze
3141,2016,36000,14,2179,148,7,10.0,1,1,1,Safari
3142,2015,22000,18,1198,86,5,3.95,2,1,1,Brio
3143,2010,30754,17,1197,80,5,3.38,2,1,1,i20
3144,2018,37109,14,1390,120,5,16.8,2,1,1,Jetta
3145,2010,45000,16,1198,88,5,1.99,2,1,1,Jazz
3146,2017,33284,18,1197,82,5,5.84,2,1,1,Grand
3147,2016,55115,14,2993,270,5,36.15,1,2,1,XF
3148,2014,18000,16,2179,187,5,25.7,1,2,1,XF
3149,2013,130790,16,2179,140,7,9.24,1,1,1,XUV500
3150,2015,16607,22,1598,118,5,7.65,1,1,1,S
3151,2015,32205,17,1968,174,5,25.31,1,2,1,A4
3152,2013,67000,19,1461,108,5,4.75,1,1,1,Duster
3153,2014,57676,19,1197,85,5,6.69,2,1,1,Swift
3154,2012,41000,16,1198,73,5,3.1,2,1,1,Polo
3155,2012,65000,19,796,35,8,1.55,2,1,1,Omni
3156,2019,12153,18,1197,81,5,6.84,2,2,1,Grand
3157,2014,16810,25,624,37,4,1.6,2,1,1,Nano
3158,2017,61221,17,1395,147,5,21.73,2,2,1,A4
3159,2015,22000,16,1198,74,5,4.75,2,1,1,Polo
3160,2015,63714,22,796,47,5,2.45,2,1,1,Alto
3161,2019,14857,20,1496,113,5,31.55,1,2,1,Cooper
3162,2012,69000,15,1968,140,5,10.25,1,2,2,A4
3163,2019,14648,12,2198,158,7,27.36,1,1,1,Endeavour
3164,2013,100000,15,1499,110,5,6.5,2,1,2,Ecosport
3165,2016,22000,18,1197,82,5,4.25,2,1,1,Grand
3166,2014,10000,18,1199,82,5,5.5,2,1,1,Sail
3167,2015,107000,20,1197,83,5,4.0,2,1,1,Swift
3168,2017,48198,17,1193,88,5,4.65,2,1,1,Zest
3169,2015,15000,19,2143,170,5,28.5,1,2,1,New
3170,2014,80073,17,1998,163,5,7.11,1,1,1,Cruze
3171,2013,85388,21,1248,73,5,3.9,1,1,1,Ritz
3172,2017,14700,18,1197,81,5,5.6,2,1,1,Grand
3173,2012,150000,28,1248,73,5,2.25,1,1,3,Dzire
3174,2011,34994,22,1582,126,5,3.9,1,1,1,Verna
3175,2014,82536,14,2993,270,5,28.63,1,2,1,XF
3176,2013,82000,13,1798,157,5,7.25,2,2,1,Superb
3177,2006,52000,18,998,67,5,2.0,2,1,2,WagonR
3178,2011,20000,16,1198,73,5,3.5,2,1,1,Polo
3179,2011,55000,14,1799,130,5,5.0,2,1,1,Civic
3180,2015,47001,20,1196,63,5,3.72,3,1,1,Eeco
3181,2014,52000,22,998,67,5,3.45,2,1,1,WagonR
3182,2013,43284,23,1248,74,5,4.5,1,1,1,Swift
3183,2018,23875,13,1591,121,5,14.36,2,2,1,Creta
3184,2016,51866,18,1197,82,5,5.5,2,1,1,Grand
3185,2013,69000,23,1461,63,5,3.0,1,1,1,Micra
3186,2017,62788,18,1197,81,5,6.08,2,1,1,Grand
3187,2013,150000,20,1598,103,5,5.0,1,1,1,Vento
3188,2015,47566,12,2982,168,7,20.25,1,2,1,Fortuner
3190,2018,20300,11,2755,171,7,18.0,1,2,1,Innova
3191,2015,48300,20,2143,107,5,17.5,1,2,1,A
3192,2013,30000,21,814,55,5,2.1,2,1,1,EON
3193,2012,36000,22,1582,126,5,7.5,1,1,2,Elantra
3194,2015,27641,20,1496,113,4,24.77,1,2,2,Cooper
3195,2015,60000,19,1461,108,5,8.65,1,1,1,Duster
3196,2019,9000,10,3198,197,7,35.5,1,2,1,Endeavour
3197,2014,60750,14,1798,138,5,10.5,2,1,1,Corolla
3198,2018,9000,14,2179,155,7,13.0,1,1,1,XUV500
3199,2012,41100,16,2993,261,5,26.5,1,2,1,7
3200,2004,60000,17,1061,64,5,1.4,2,1,2,WagonR
3201,2017,38424,17,1497,117,5,7.51,2,1,1,City
3202,2014,50000,22,1248,74,5,4.3,1,1,1,Swift
3203,2015,19000,18,1497,117,5,8.95,2,2,1,City
3204,2015,58734,20,1248,88,7,6.91,1,1,1,Ertiga
3205,2016,65257,19,1461,108,5,9.75,1,1,1,Duster
3206,2010,130000,19,1248,73,5,4.0,1,1,2,Swift
3207,2011,79000,23,1248,73,5,3.65,1,1,1,Ritz
3208,2013,78000,15,2179,140,7,10.75,1,1,1,XUV500
3209,2015,49133,19,1198,86,5,4.51,2,1,1,Brio
3210,2016,22769,0,2987,165,5,49.22,1,2,1,M-Class
3211,2014,54448,21,1248,88,5,3.7,1,1,1,Manza
3212,2014,158793,12,2494,102,7,12.99,1,1,1,Innova
3213,2015,62088,18,1197,85,5,4.15,2,1,1,Swift
3214,2012,14800,17,1591,121,5,4.4,2,1,1,Verna
3215,2015,26000,17,1497,117,7,4.25,2,1,1,Mobilio
3216,2017,32005,18,1198,86,5,4.25,2,1,1,Amaze
3217,2017,35000,18,1497,117,5,7.7,2,2,1,City
3218,2015,52000,12,2179,187,5,39.75,1,2,1,Rover
3219,2017,11000,17,1497,117,5,8.5,2,1,1,City
3220,2008,62000,9,2997,231,5,7.0,2,2,1,E-Class
3221,2002,65134,13,1299,70,5,0.8,2,1,3,Ikon
3222,2013,71000,13,2982,168,7,15.25,1,1,1,Fortuner
3223,2008,51366,19,998,66,5,2.25,2,1,1,A-Star
3224,2016,46300,14,1948,83,7,4.85,1,1,1,Sumo
3225,2012,60908,15,1497,116,5,6.42,2,2,2,City
3226,2012,93450,23,1461,63,5,2.5,1,1,2,Micra
3227,2011,104000,19,1582,126,5,5.75,1,2,1,Verna
3228,2003,52000,16,796,37,4,0.5,2,1,1,800
3229,2015,42999,15,2179,140,7,11.52,1,1,1,XUV500
3230,2014,90000,21,1248,88,5,4.5,1,1,1,SX4
3231,2013,72000,15,1396,98,5,4.75,2,2,1,i20
3232,2019,54321,19,1582,126,5,13.54,1,1,1,Creta
3233,2015,59630,13,2143,201,5,23.41,1,2,1,E-Class
3234,2013,116000,12,2982,168,7,19.25,1,2,2,Fortuner
3235,2015,34000,9,1984,181,5,20.0,1,2,1,S60
3236,2011,70000,14,2143,203,5,13.0,1,2,1,E-Class
3237,2010,80000,10,2354,180,5,3.99,2,1,1,Accord
3238,2015,110000,25,1498,98,5,4.65,1,1,1,Amaze
3239,2013,56454,28,1248,73,5,4.65,1,1,1,Dzire
3240,2013,60000,18,1197,85,5,3.15,2,1,1,Swift
3241,2013,56000,14,1798,138,5,8.25,2,2,1,Corolla
3242,2012,63000,11,4367,335,5,65.0,1,2,2,Rover
3243,2012,63000,22,1248,74,5,4.5,1,1,1,Swift
3244,2017,15050,16,1956,170,5,17.5,1,1,1,Compass
3245,2016,29401,20,1197,81,5,4.31,2,1,1,Swift
3246,2016,25238,18,1199,88,5,6.2,2,1,1,Jazz
3248,2011,58752,16,1198,73,5,3.32,2,1,1,Polo
3249,2011,62000,12,1799,130,5,3.75,2,2,1,Civic
3250,2013,132000,16,1496,88,5,4.7,2,1,1,Etios
3251,2016,51000,17,1591,121,5,6.5,2,1,1,Verna
3252,2009,185200,12,2494,102,8,7.25,1,1,1,Innova
3253,2016,61717,22,1598,118,5,8.94,1,1,1,SX4
3254,2018,8896,19,1194,94,5,7.34,2,1,1,Freestyle
3255,2016,17000,21,1197,83,5,6.9,2,1,1,Baleno
3256,2016,31378,18,1199,88,5,5.9,2,1,1,Jazz
3257,2013,114000,22,1582,126,5,6.75,1,2,1,Verna
3258,2014,81000,25,1498,98,5,4.1,1,1,1,Amaze
3259,2017,31000,18,1968,147,5,27.0,1,2,1,Q3
3260,2014,35000,15,1598,103,5,4.5,2,1,1,Rapid
3261,2013,60001,17,1968,174,5,14.5,1,2,1,A4
3262,2014,75074,23,1248,74,5,5.25,1,1,1,Swift
3263,2012,80000,22,1248,74,5,1.2,1,1,2,Indica
3264,2006,147350,12,2494,100,8,4.95,1,1,2,Innova
3265,2013,60000,19,1461,108,5,7.5,1,1,1,Duster
3266,2015,7501,10,2996,333,4,48.0,2,2,1,E-Class
3267,2015,58000,25,1498,98,5,4.45,1,1,1,Amaze
3268,2018,29277,11,2987,254,5,59.65,1,2,1,GLE
3269,2015,57034,23,1248,73,5,4.38,1,1,1,Ritz
3270,2016,40810,28,1248,88,5,7.9,1,1,1,Ciaz
3271,2008,35268,0,1086,62,5,1.88,2,1,2,Santro
3273,2018,34630,21,1197,83,5,7.29,2,2,1,Baleno
